
tge, steps_to_convert, formula_res, formula - reference

1, 1, 0.001002071961948007, 0.000002071961948006901
1, 10, 0.009999169684814522, -0.0000008303151854786861
1, 100, 0.100002471815478, 0.0000024718154779945767
1, 1000, 1.0000031682201145, 0.000003168220114480036
1, 10000, 9.999999357299147, -0.0000006427008525378142
1, 100000, 99.99999896047512, -0.0000010395248750683095
1, 1000000, 999.9999896047514, 0.000003623442921707465
1, 10000000, 9999.998813163296, 0.00000007918424671515822
1, 100000000, 99999.88120624464, 0.000000637170160189271
1, 1000000000, 999988.1207088602, 0.0000032526440918445587
1, 10000000000, 9998812.155440696, 0.0000014435499906539917
1, 100000000000, 99881300.16038646, -0.000001385807991027832
1, 1000000000000, 988214137.3559322, 0.0000022649765014648438
1, 10000000000000, 8900808550.457268, 0.0000019073486328125
1, 100000000000000, 38178195671.24964, 0
1, 1000000000000000, 42089716141.62507, 0

10, 1, 0.00099668447828162, -0.0000033155217183799147
10, 10, 0.009999169684814522, -0.0000008303151854786861
10, 100, 0.09999708433181162, -0.000002915668188385734
10, 1000, 0.9999977807364482, -0.000002219263551817008
10, 10000, 9.999999357299147, -0.0000006427008525378142
10, 100000, 99.99999896047512, -0.0000010395248750683095
10, 1000000, 999.9999842172676, -0.0000017640408032093546
10, 10000000, 9999.998813163296, 0.00000007918424671515822
10, 100000000, 99999.88120624464, 0.000000637170160189271
10, 1000000000, 999988.1207034728, -0.0000021348241716623306
10, 10000000000, 9998812.155435309, 0.0000007282942533493042
10, 100000000000, 99881300.1603649, 0.0000004023313522338867
10, 1000000000000, 988214137.3557167, -0.00000286102294921875
10, 10000000000000, 8900808550.45536, -0.0000057220458984375
10, 100000000000000, 38178195671.241486, 0.00000762939453125
10, 1000000000000000, 42089716141.61607, 0

100, 1, 0.001002071961948007, 0.000002071961948006901
100, 10, 0.009999169684814522, -0.0000008303151854786861
100, 100, 0.100002471815478, 0.0000024718154779945767
100, 1000, 1.0000031682201145, 0.000003168220114480036
100, 10000, 9.999999357299147, -0.0000006427008525378142
100, 100000, 99.99999896047512, -0.0000010395248750683095
100, 1000000, 999.9999842172676, -0.0000017640408032093546
100, 10000000, 9999.998813163296, 0.00000007918424671515822
100, 100000000, 99999.88120624464, 0.000000637170160189271
100, 1000000000, 999988.1207088602, 0.0000032526440918445587
100, 10000000000, 9998812.155419147, 0.000003259629011154175
100, 100000000000, 99881300.16015479, 0.0000005811452865600586
100, 1000000000000, 988214137.3536048, 0.0000020265579223632813
100, 10000000000000, 8900808550.436333, 0
100, 100000000000000, 38178195671.15984, 0
100, 1000000000000000, 42089716141.52607, 0

1000, 1, 0.001002071961948007, 0.000002071961948006901
1000, 10, 0.009999169684814522, -0.0000008303151854786861
1000, 100, 0.100002471815478, 0.0000024718154779945767
1000, 1000, 0.9999977807364482, -0.000002219263551817008
1000, 10000, 9.999999357299147, -0.0000006427008525378142
1000, 100000, 99.99999896047512, -0.0000010395248750683095
1000, 1000000, 999.9999842172676, -0.0000017640408032093546
1000, 10000000, 9999.998813163296, 0.00000007918424671515822
1000, 100000000, 99999.88120624464, 0.000000637170160189271
1000, 1000000000, 999988.1206819228, -0.0000003202585503458977
1000, 10000000000, 9998812.155203646, 0.0000027101486921310425
1000, 100000000000, 99881300.15802135, 0.000002652406692504883
1000, 1000000000000, 988214137.3324697, -0.0000022649765014648438
1000, 10000000000000, 8900808550.24601, 0
1000, 100000000000000, 38178195670.34348, 0
1000, 1000000000000000, 42089716140.62607, 0

10000, 1, 0.00099668447828162, -0.0000033155217183799147
10000, 10, 0.009999169684814522, -0.0000008303151854786861
10000, 100, 0.09999708433181162, -0.000002915668188385734
10000, 1000, 0.9999977807364482, -0.000002219263551817008
10000, 10000, 9.999999357299147, -0.0000006427008525378142
10000, 100000, 99.99999896047512, -0.0000010395248750683095
10000, 1000000, 999.9999842172676, -0.0000017640408032093546
10000, 10000000, 9999.998807775813, -0.0000006354002834996209
10000, 100000000, 99999.88117930722, -0.000002935761585831642
10000, 1000000000, 999988.1204718108, -0.000000151805579662323
10000, 10000000000, 9998812.153059427, -0.0000013206154108047485
10000, 100000000000, 99881300.13665998, 0.0000011026859283447266
10000, 1000000000000, 988214137.1211619, -0.0000016689300537109375
10000, 10000000000000, 8900808548.342756, -0.0000019073486328125
10000, 100000000000000, 38178195662.17988, 0
10000, 1000000000000000, 42089716131.626076, 0.00000762939453125

100000, 1, 0.00099668447828162, -0.0000033155217183799147
100000, 10, 0.009999169684814522, -0.0000008303151854786861
100000, 100, 0.09999708433181162, -0.000002915668188385734
100000, 1000, 0.9999977807364482, -0.000002219263551817008
100000, 10000, 9.999999357299147, -0.0000006427008525378142
100000, 100000, 99.99999896047512, -0.0000010395248750683095
100000, 1000000, 999.9999842172676, -0.0000017640408032093546
100000, 10000000, 9999.99878622588, -0.0000034937456803163514
100000, 100000000, 99999.88096380787, -0.000003481851308606565
100000, 1000000000, 999988.1183329797, 0.0000012040836736559868
100000, 10000000000, 9998812.131681893, -0.0000003501772880554199
100000, 100000000000, 99881299.92308396, -0.00000014901161193847656
100000, 1000000000000, 988214135.0080724, -0.000002384185791015625
100000, 10000000000000, 8900808529.310253, 0.0000019073486328125
100000, 100000000000000, 38178195580.54384, -0.00000762939453125
100000, 1000000000000000, 42089716041.62607, 0

1000000, 1, 0.001002071961948007, 0.000002071961948006901
